                                                                       07 Mar 2017 13:35:19
Place-INPE-CRN-To-Satellite-Scd2


Start Time (DD/MM/YYYY)     Stop Time (DD/MM/YYYY)    Duration (sec)    Max Elevation (deg)
08/03/2017 09:39:56.000          139.623              3.899    2793.246358
08/03/2017 09:39:57.000          139.541              3.845    2798.384810
08/03/2017 09:39:58.000          139.460              3.792    2803.528012
08/03/2017 09:39:59.000          139.379              3.738    2808.675927
08/03/2017 09:40:00.000          139.298              3.685    2813.828527
08/03/2017 09:40:01.000          139.218              3.632    2818.985782
08/03/2017 09:40:02.000          139.138              3.579    2824.147662
08/03/2017 09:40:03.000          139.058              3.525    2829.314134
08/03/2017 09:40:04.000          138.978              3.472    2834.485168
08/03/2017 09:40:05.000          138.899              3.419    2839.660739
08/03/2017 09:40:06.000          138.820              3.366    2844.840810
08/03/2017 09:40:07.000          138.741              3.314    2850.025355
08/03/2017 09:40:08.000          138.663              3.261    2855.214344
08/03/2017 09:40:09.000          138.585              3.208    2860.407752
08/03/2017 09:40:10.000          138.507              3.155    2865.605542
08/03/2017 09:40:11.000          138.430              3.103    2870.807690
08/03/2017 09:40:12.000          138.352              3.050    2876.014166
08/03/2017 09:40:13.000          138.275              2.998    2881.224945
08/03/2017 09:40:14.000          138.199              2.945    2886.439992
08/03/2017 09:40:15.000          138.122              2.893    2891.659283
08/03/2017 09:40:16.000          138.046              2.840    2896.882789
08/03/2017 09:40:17.000          137.970              2.788    2902.110486
08/03/2017 09:40:18.000          137.895              2.736    2907.342339
08/03/2017 09:40:19.000          137.820              2.684    2912.578324
08/03/2017 09:40:20.000          137.745              2.632    2917.818414
08/03/2017 09:40:21.000          137.670              2.580    2923.062585
08/03/2017 09:40:22.000          137.595              2.528    2928.310804
08/03/2017 09:40:23.000          137.521              2.476    2933.563046
08/03/2017 09:40:24.000          137.447              2.424    2938.819286
08/03/2017 09:40:25.000          137.373              2.372    2944.079499
08/03/2017 09:40:26.000          137.300              2.321    2949.343653
08/03/2017 09:40:27.000          137.227              2.269    2954.611725
08/03/2017 09:40:28.000          137.154              2.218    2959.883689
08/03/2017 09:40:29.000          137.081              2.166    2965.159523
08/03/2017 09:40:30.000          137.009              2.115    2970.439193
08/03/2017 09:40:31.000          136.937              2.063    2975.722678
08/03/2017 09:40:32.000          136.865              2.012    2981.009953
08/03/2017 09:40:33.000          136.793              1.961    2986.300994
08/03/2017 09:40:34.000          136.722              1.910    2991.595771
08/03/2017 09:40:35.000          136.651              1.859    2996.894263
08/03/2017 09:40:36.000          136.580              1.808    3002.196443
08/03/2017 09:40:37.000          136.509              1.757    3007.502290
08/03/2017 09:40:38.000          136.439              1.706    3012.811775
08/03/2017 09:40:39.000          136.368              1.655    3018.124875
08/03/2017 09:40:40.000          136.299              1.604    3023.441566
08/03/2017 09:40:41.000          136.229              1.553    3028.761824
08/03/2017 09:40:42.000          136.159              1.503    3034.085629
08/03/2017 09:40:43.000          136.090              1.452    3039.412950
08/03/2017 09:40:44.000          136.021              1.401    3044.743767
08/03/2017 09:40:45.000          135.953              1.351    3050.078056
08/03/2017 09:40:46.000          135.884              1.300    3055.415797
08/03/2017 09:40:47.000          135.816              1.250    3060.756960
08/03/2017 09:40:48.000          135.748              1.200    3066.101526
08/03/2017 09:40:49.000          135.680              1.150    3071.449471
08/03/2017 09:40:50.000          135.613              1.099    3076.800773
08/03/2017 09:40:51.000          135.545              1.049    3082.155413
08/03/2017 09:40:52.000          135.478              0.999    3087.513361
08/03/2017 09:40:53.000          135.411              0.949    3092.874597
08/03/2017 09:40:54.000          135.345              0.899    3098.239101
08/03/2017 09:40:55.000          135.278              0.849    3103.606852
08/03/2017 09:40:56.000          135.212              0.799    3108.977823
08/03/2017 09:40:57.000          135.146              0.750    3114.351994
08/03/2017 09:40:58.000          135.080              0.700    3119.729345
08/03/2017 09:40:59.000          135.015              0.650    3125.109852
08/03/2017 09:41:00.000          134.950              0.601    3130.493499
08/03/2017 09:41:01.000          134.884              0.551    3135.880257
08/03/2017 09:41:02.000          134.820              0.502    3141.270107
08/03/2017 09:41:03.000          134.755              0.452    3146.663030
08/03/2017 09:41:04.000          134.691              0.403    3152.059004
08/03/2017 09:41:05.000          134.626              0.354    3157.458011
08/03/2017 09:41:06.000          134.562              0.304    3162.860025
08/03/2017 09:41:07.000          134.499              0.255    3168.265027
08/03/2017 09:41:08.000          134.435              0.206    3173.672997
08/03/2017 09:41:09.000          134.372              0.157    3179.083915
08/03/2017 09:41:10.000          134.308              0.108    3184.497764
08/03/2017 09:41:11.000          134.245              0.059    3189.914516
08/03/2017 09:41:12.000          134.183              0.010    3195.334156
08/03/2017 09:41:12.209          134.170              0.000    3196.465958

   Time (DD/MM/YYYY)       Azimuth (deg)    Elevation (deg)     Range (km)
-----------------------    -------------    ---------------    -----------
08/03/2017 11:15:28.418          236.550              0.000    3200.320517
08/03/2017 11:15:29.000          236.499              0.023    3197.745557
08/03/2017 11:15:30.000          236.410              0.063    3193.328124
08/03/2017 11:15:31.000          236.321              0.103    3188.916627
08/03/2017 11:15:32.000          236.231              0.142    3184.511087
08/03/2017 11:15:33.000          236.142              0.182    3180.111540
08/03/2017 11:15:34.000          236.052              0.222    3175.718007
08/03/2017 11:15:35.000          235.962              0.261    3171.330525
08/03/2017 11:15:36.000          235.871              0.301    3166.949117
08/03/2017 11:15:37.000          235.781              0.341    3162.573818
08/03/2017 11:15:38.000          235.690              0.380    3158.204650
08/03/2017 11:15:39.000          235.599              0.420    3153.841651
08/03/2017 11:15:40.000          235.507              0.460    3149.484847
08/03/2017 11:15:41.000          235.416              0.500    3145.134263
08/03/2017 11:15:42.000          235.324              0.539    3140.789937
08/03/2017 11:15:43.000          235.232              0.579    3136.451892
08/03/2017 11:15:44.000          235.139              0.619    3132.120164
08/03/2017 11:15:45.000          235.047              0.658    3127.794778
08/03/2017 11:15:46.000          234.954              0.698    3123.475770
08/03/2017 11:15:47.000          234.861              0.738    3119.163163
08/03/2017 11:15:48.000          234.767              0.777    3114.856997
08/03/2017 11:15:49.000          234.674              0.817    3110.557297
08/03/2017 11:15:50.000          234.580              0.857    3106.264091
08/03/2017 11:15:51.000          234.486              0.896    3101.977418
08/03/2017 11:15:52.000          234.391              0.936    3097.697300
08/03/2017 11:15:53.000          234.296              0.976    3093.423777
08/03/2017 11:15:54.000          234.202              1.015    3089.156872
08/03/2017 11:15:55.000          234.106              1.055    3084.896624
08/03/2017 11:15:56.000          234.011              1.095    3080.643062
08/03/2017 11:15:57.000          233.915              1.134    3076.396212
08/03/2017 11:15:58.000          233.819              1.174    3072.156115
08/03/2017 11:15:59.000          233.723              1.213    3067.922794
08/03/2017 11:16:00.000          233.626              1.253    3063.696290
08/03/2017 11:16:01.000          233.530              1.293    3059.476630
08/03/2017 11:16:02.000          233.433              1.332    3055.263843
08/03/2017 11:16:03.000          233.335              1.372    3051.057969
08/03/2017 11:16:04.000          233.238              1.411    3046.859033
08/03/2017 11:16:05.000          233.140              1.451    3042.667076
08/03/2017 11:16:06.000          233.042              1.490    3038.482125
08/03/2017 11:16:07.000          232.944              1.530    3034.304211
08/03/2017 11:16:08.000          232.845              1.570    3030.133373
